"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
35.396	-0.838867							-0.010905271				
35.397	-0.822528							-0.010692864				
35.398	-0.861742							-0.011202646				
35.399	-0.851938							-0.011075194				
35.4	-0.851938							-0.011075194				
35.401	-0.851938							-0.011075194				
35.402	-0.835599							-0.010862787				
35.403	-0.825795							-0.010735335				
35.404	-0.881349							-0.011457537				
35.405	-0.871545							-0.011330085				
35.406	-0.865009							-0.011245117				
35.407	-0.868277							-0.011287601				
35.408	-0.855206							-0.011117678				
35.409	-0.81926							-0.01065038				
35.41	-0.815992							-0.010607896				
35.411	-0.802921							-0.010437973				
35.412	-0.776778							-0.010098114				
35.413	-0.766974							-0.009970662				
35.414	-0.77351							-0.01005563				
35.415	-0.753903							-0.009800739				
35.416	-0.77351							-0.01005563				
35.417	-0.793117							-0.010310521				
35.418	-0.789849							-0.010268037				
35.419	-0.799653							-0.010395489				
35.42	-0.825795							-0.010735335				
35.421	-0.812724							-0.010565412				
35.422	-0.825795							-0.010735335				
35.423	-0.838867							-0.010905271				
35.424	-0.845402							-0.010990226				
35.425	-0.868277							-0.011287601				
35.426	-0.910759							-0.011839867				
35.427	-0.930366							-0.012094758				
35.428	-0.979384							-0.012731992				
35.429	-0.989187							-0.012859431				
35.43	-0.96958							-0.01260454				
35.431	-0.972848							-0.012647024				
35.432	-0.94017							-0.01222221				
35.433	-0.897688							-0.011669944				
35.434	-0.868277							-0.011287601				
35.435	-0.845402							-0.010990226				
35.436	-0.799653							-0.010395489				
35.437	-0.776778							-0.010098114				
35.438	-0.766974							-0.009970662				
35.439	-0.763707							-0.009928191				
35.44	-0.757171							-0.009843223				
35.441	-0.780046							-0.010140598				
35.442	-0.780046							-0.010140598				
35.443	-0.766974							-0.009970662				
35.444	-0.763707							-0.009928191				
35.445	-0.776778							-0.010098114				
35.446	-0.780046							-0.010140598				
35.447	-0.809456							-0.010522928				
35.448	-0.861742							-0.011202646				
35.449	-0.887884							-0.011542492				
35.45	-0.904223							-0.011754899				
35.451	-0.956509							-0.012434617				
35.452	-0.92383							-0.01200979				
35.453	-0.910759							-0.011839867				
35.454	-0.910759							-0.011839867				
35.455	-0.884616							-0.011500008				
35.456	-0.858474							-0.011160162				
35.457	-0.858474							-0.011160162				
35.458	-0.84867							-0.01103271				
35.459	-0.868277							-0.011287601				
35.46	-0.851938							-0.011075194				
35.461	-0.897688							-0.011669944				
35.462	-0.936902							-0.012179726				
35.463	-0.946705							-0.012307165				
35.464	-0.985919							-0.012816947				
35.465	-0.998991							-0.012986883				
35.466	-0.956509							-0.012434617				
35.467	-0.966312							-0.012562056				
35.468	-0.943437							-0.012264681				
35.469	-0.930366							-0.012094758				
35.47	-0.927098							-0.012052274				
35.471	-0.94017							-0.01222221				
35.472	-0.963044							-0.012519572				
35.473	-0.992455							-0.012901915				
35.474	-0.976116							-0.012689508				
35.475	-0.956509							-0.012434617				
35.476	-0.930366							-0.012094758				
35.477	-0.897688							-0.011669944				
35.478	-0.884616							-0.011500008				
35.479	-0.861742							-0.011202646				
35.48	-0.845402							-0.010990226				
35.481	-0.832331							-0.010820303				
35.482	-0.845402							-0.010990226				
35.483	-0.796385							-0.010353005				
35.484	-0.786581							-0.010225553				
35.485	-0.776778							-0.010098114				
35.486	-0.786581							-0.010225553				
35.487	-0.770242							-0.010013146				
35.488	-0.753903							-0.009800739				
35.489	-0.747367							-0.009715771				
35.49	-0.740832							-0.009630816				
35.491	-0.724493							-0.009418409				
35.492	-0.753903							-0.009800739				
35.493	-0.780046							-0.010140598				
35.494	-0.829063							-0.010777819				
35.495	-0.868277							-0.011287601				
35.496	-0.933634							-0.012137242				
35.497	-0.959777							-0.012477101				
35.498	-0.985919							-0.012816947				
35.499	-0.989187							-0.012859431				
35.5	-0.976116							-0.012689508				
35.501	-0.936902							-0.012179726				
35.502	-0.881349							-0.011457537				
35.503	-0.842135							-0.010947755				
35.504	-0.84867							-0.01103271				
35.505	-0.815992							-0.010607896				
35.506	-0.786581							-0.010225553				
35.507	-0.793117							-0.010310521				
35.508	-0.806188							-0.010480444				
35.509	-0.799653							-0.010395489				
35.51	-0.812724							-0.010565412				
35.511	-0.838867							-0.010905271				
35.512	-0.829063							-0.010777819				
35.513	-0.806188							-0.010480444				
35.514	-0.825795							-0.010735335				
35.515	-0.81926							-0.01065038				
35.516	-0.799653							-0.010395489				
35.517	-0.799653							-0.010395489				
35.518	-0.838867							-0.010905271				
35.519	-0.835599							-0.010862787				
35.52	-0.845402							-0.010990226				
35.521	-0.858474							-0.011160162				
35.522	-0.865009							-0.011245117				
35.523	-0.858474							-0.011160162				
35.524	-0.855206							-0.011117678				
35.525	-0.855206							-0.011117678				
35.526	-0.838867							-0.010905271				
35.527	-0.802921							-0.010437973				
35.528	-0.789849							-0.010268037				
35.529	-0.812724							-0.010565412				
35.53	-0.789849							-0.010268037				
35.531	-0.812724							-0.010565412				
35.532	-0.832331							-0.010820303				
35.533	-0.855206							-0.011117678				
35.534	-0.851938							-0.011075194				
35.535	-0.861742							-0.011202646				
35.536	-0.832331							-0.010820303				
35.537	-0.81926							-0.01065038				
35.538	-0.793117							-0.010310521				
35.539	-0.832331							-0.010820303				
35.54	-0.845402							-0.010990226				
35.541	-0.884616							-0.011500008				
35.542	-0.930366							-0.012094758				
35.543	-0.976116							-0.012689508				
35.544	-0.963044							-0.012519572				
35.545	-0.976116							-0.012689508				
35.546	-0.943437							-0.012264681				
35.547	-0.927098							-0.012052274				
35.548	-0.910759							-0.011839867				
35.549	-0.887884							-0.011542492				
35.55	-0.89442							-0.01162746				
35.551	-0.900956							-0.011712428				
35.552	-0.910759							-0.011839867				
35.553	-0.959777							-0.012477101				
35.554	-0.989187							-0.012859431				
35.555	-1.008794							-0.013114322				
35.556	-1.005526							-0.013071838				
35.557	-0.979384							-0.012731992				
35.558	-0.946705							-0.012307165				
35.559	-0.907491							-0.011797383				
35.56	-0.871545							-0.011330085				
35.561	-0.861742							-0.011202646				
35.562	-0.829063							-0.010777819				
35.563	-0.838867							-0.010905271				
35.564	-0.84867							-0.01103271				
35.565	-0.842135							-0.010947755				
35.566	-0.855206							-0.011117678				
35.567	-0.858474							-0.011160162				
35.568	-0.855206							-0.011117678				
35.569	-0.861742							-0.011202646				
35.57	-0.81926							-0.01065038				
35.571	-0.796385							-0.010353005				
35.572	-0.77351							-0.01005563				
35.573	-0.72776							-0.00946088				
35.574	-0.72776							-0.00946088				
35.575	-0.747367							-0.009715771				
35.576	-0.731028							-0.009503364				
35.577	-0.721225							-0.009375925				
35.578	-0.753903							-0.009800739				
35.579	-0.750635							-0.009758255				
35.58	-0.766974							-0.009970662				
35.581	-0.783314							-0.010183082				
35.582	-0.806188							-0.010480444				
35.583	-0.766974							-0.009970662				
35.584	-0.796385							-0.010353005				
35.585	-0.786581							-0.010225553				
35.586	-0.806188							-0.010480444				
35.587	-0.822528							-0.010692864				
35.588	-0.874813							-0.011372569				
35.589	-0.936902							-0.012179726				
35.59	-0.949973							-0.012349649				
35.591	-0.963044							-0.012519572				
35.592	-0.998991							-0.012986883				
35.593	-0.972848							-0.012647024				
35.594	-0.949973							-0.012349649				
35.595	-0.953241							-0.012392133				
35.596	-0.933634							-0.012137242				
35.597	-0.900956							-0.011712428				
35.598	-0.900956							-0.011712428				
35.599	-0.89442							-0.01162746				
35.6	-0.897688							-0.011669944				
35.601	-0.89442							-0.01162746				
35.602	-0.891152							-0.011584976				
35.603	-0.871545							-0.011330085				
35.604	-0.851938							-0.011075194				
35.605	-0.835599							-0.010862787				
35.606	-0.806188							-0.010480444				
35.607	-0.783314							-0.010183082				
35.608	-0.776778							-0.010098114				
35.609	-0.789849							-0.010268037				
35.61	-0.822528							-0.010692864				
35.611	-0.845402							-0.010990226				
35.612	-0.881349							-0.011457537				
35.613	-0.927098							-0.012052274				
35.614	-0.943437							-0.012264681				
35.615	-0.936902							-0.012179726				
35.616	-0.904223							-0.011754899				
35.617	-0.878081							-0.011415053				
35.618	-0.829063							-0.010777819				
35.619	-0.786581							-0.010225553				
35.62	-0.763707							-0.009928191				
35.621	-0.789849							-0.010268037				
35.622	-0.806188							-0.010480444				
35.623	-0.861742							-0.011202646				
35.624	-0.891152							-0.011584976				
35.625	-0.936902							-0.012179726				
35.626	-0.949973							-0.012349649				
35.627	-0.982651							-0.012774463				
35.628	-0.998991							-0.012986883				
35.629	-0.998991							-0.012986883				
35.63	-0.943437							-0.012264681				
35.631	-0.949973							-0.012349649				
35.632	-0.914027							-0.011882351				
35.633	-0.920563							-0.011967319				
35.634	-0.904223							-0.011754899				
35.635	-0.927098							-0.012052274				
35.636	-0.920563							-0.011967319				
35.637	-0.920563							-0.011967319				
35.638	-0.92383							-0.01200979				
35.639	-0.930366							-0.012094758				
35.64	-0.865009							-0.011245117				
35.641	-0.842135							-0.010947755				
35.642	-0.825795							-0.010735335				
35.643	-0.766974							-0.009970662				
35.644	-0.750635							-0.009758255				
35.645	-0.760439							-0.009885707				
35.646	-0.766974							-0.009970662				
35.647	-0.766974							-0.009970662				
35.648	-0.806188							-0.010480444				
35.649	-0.832331							-0.010820303				
35.65	-0.832331							-0.010820303				
35.651	-0.822528							-0.010692864				
35.652	-0.832331							-0.010820303				
35.653	-0.806188							-0.010480444				
35.654	-0.786581							-0.010225553				
35.655	-0.770242							-0.010013146				
35.656	-0.780046							-0.010140598				
35.657	-0.740832							-0.009630816				
35.658	-0.760439							-0.009885707				
35.659	-0.793117							-0.010310521				
35.66	-0.763707							-0.009928191				
35.661	-0.77351							-0.01005563				
35.662	-0.81926							-0.01065038				
35.663	-0.809456							-0.010522928				
35.664	-0.812724							-0.010565412				
35.665	-0.835599							-0.010862787				
35.666	-0.835599							-0.010862787				
35.667	-0.81926							-0.01065038				
35.668	-0.845402							-0.010990226				
35.669	-0.855206							-0.011117678				
35.67	-0.878081							-0.011415053				
35.671	-0.900956							-0.011712428				
35.672	-0.946705							-0.012307165				
35.673	-0.972848							-0.012647024				
35.674	-0.976116							-0.012689508				
35.675	-0.976116							-0.012689508				
35.676	-0.953241							-0.012392133				
35.677	-0.884616							-0.011500008				
35.678	-0.84867							-0.01103271				
35.679	-0.81926							-0.01065038				
35.68	-0.806188							-0.010480444				
35.681	-0.802921							-0.010437973				
35.682	-0.855206							-0.011117678				
35.683	-0.907491							-0.011797383				
35.684	-0.887884							-0.011542492				
35.685	-0.920563							-0.011967319				
35.686	-0.94017							-0.01222221				
35.687	-0.917295							-0.011924835				
35.688	-0.907491							-0.011797383				
35.689	-0.907491							-0.011797383				
35.69	-0.874813							-0.011372569				
35.691	-0.845402							-0.010990226				
35.692	-0.84867							-0.01103271				
35.693	-0.855206							-0.011117678				
35.694	-0.829063							-0.010777819				
35.695	-0.829063							-0.010777819				
35.696	-0.838867							-0.010905271				
35.697	-0.832331							-0.010820303				
35.698	-0.81926							-0.01065038				
35.699	-0.845402							-0.010990226				
35.7	-0.842135							-0.010947755				
35.701	-0.81926							-0.01065038				
35.702	-0.802921							-0.010437973				
35.703	-0.806188							-0.010480444				
35.704	-0.776778							-0.010098114				
35.705	-0.789849							-0.010268037				
35.706	-0.829063							-0.010777819				
35.707	-0.845402							-0.010990226				
35.708	-0.878081							-0.011415053				
35.709	-0.930366							-0.012094758				
35.71	-0.930366							-0.012094758				
35.711	-0.92383							-0.01200979				
35.712	-0.927098							-0.012052274				
35.713	-0.927098							-0.012052274				
35.714	-0.900956							-0.011712428				
35.715	-0.910759							-0.011839867				
35.716	-0.900956							-0.011712428				
35.717	-0.910759							-0.011839867				
35.718	-0.89442							-0.01162746				
35.719	-0.891152							-0.011584976				
35.72	-0.89442							-0.01162746				
35.721	-0.891152							-0.011584976				
35.722	-0.851938							-0.011075194				
35.723	-0.835599							-0.010862787				
35.724	-0.825795							-0.010735335				
35.725	-0.796385							-0.010353005				
35.726	-0.793117							-0.010310521				
35.727	-0.796385							-0.010353005				
35.728	-0.770242							-0.010013146				
35.729	-0.825795							-0.010735335				
35.73	-0.858474							-0.011160162				
35.731	-0.832331							-0.010820303				
35.732	-0.868277							-0.011287601				
35.733	-0.881349							-0.011457537				
35.734	-0.871545							-0.011330085				
35.735	-0.861742							-0.011202646				
35.736	-0.858474							-0.011160162				
35.737	-0.845402							-0.010990226				
35.738	-0.835599							-0.010862787				
35.739	-0.835599							-0.010862787				
35.74	-0.851938							-0.011075194				
35.741	-0.832331							-0.010820303				
35.742	-0.858474							-0.011160162				
35.743	-0.858474							-0.011160162				
35.744	-0.861742							-0.011202646				
35.745	-0.865009							-0.011245117				
35.746	-0.861742							-0.011202646				
35.747	-0.825795							-0.010735335				
35.748	-0.825795							-0.010735335				
35.749	-0.812724							-0.010565412				
35.75	-0.799653							-0.010395489				
35.751	-0.793117							-0.010310521				
35.752	-0.809456							-0.010522928				
35.753	-0.81926							-0.01065038				
35.754	-0.851938							-0.011075194				
35.755	-0.845402							-0.010990226				
35.756	-0.868277							-0.011287601				
35.757	-0.874813							-0.011372569				
35.758	-0.897688							-0.011669944				
35.759	-0.887884							-0.011542492				
35.76	-0.874813							-0.011372569				
35.761	-0.842135							-0.010947755				
35.762	-0.851938							-0.011075194				
35.763	-0.829063							-0.010777819				
35.764	-0.851938							-0.011075194				
35.765	-0.851938							-0.011075194				
35.766	-0.868277							-0.011287601				
35.767	-0.897688							-0.011669944				
35.768	-0.914027							-0.011882351				
35.769	-0.936902							-0.012179726				
35.77	-0.936902							-0.012179726				
35.771	-0.936902							-0.012179726				
35.772	-0.897688							-0.011669944				
35.773	-0.874813							-0.011372569				
35.774	-0.881349							-0.011457537				
35.775	-0.855206							-0.011117678				
35.776	-0.858474							-0.011160162				
35.777	-0.865009							-0.011245117				
35.778	-0.825795							-0.010735335				
35.779	-0.809456							-0.010522928				
35.78	-0.786581							-0.010225553				
35.781	-0.770242							-0.010013146				
35.782	-0.763707							-0.009928191				
35.783	-0.757171							-0.009843223				
35.784	-0.734296							-0.009545848				
35.785	-0.737564							-0.009588332				
35.786	-0.734296							-0.009545848				
35.787	-0.747367							-0.009715771				
35.788	-0.789849							-0.010268037				
35.789	-0.838867							-0.010905271				
35.79	-0.861742							-0.011202646				
35.791	-0.900956							-0.011712428				
35.792	-0.910759							-0.011839867				
35.793	-0.910759							-0.011839867				
35.794	-0.904223							-0.011754899				
35.795	-0.904223							-0.011754899				
35.796	-0.878081							-0.011415053				
35.797	-0.897688							-0.011669944				
35.798	-0.907491							-0.011797383				
35.799	-0.930366							-0.012094758				
35.8	-0.953241							-0.012392133				
35.801	-0.972848							-0.012647024				
35.802	-0.930366							-0.012094758				
35.803	-0.92383							-0.01200979				
35.804	-0.878081							-0.011415053				
35.805	-0.858474							-0.011160162				
35.806	-0.832331							-0.010820303				
35.807	-0.77351							-0.01005563				
35.808	-0.789849							-0.010268037				
35.809	-0.815992							-0.010607896				
35.81	-0.822528							-0.010692864				
35.811	-0.84867							-0.01103271				
35.812	-0.865009							-0.011245117				
35.813	-0.855206							-0.011117678				
35.814	-0.829063							-0.010777819				
35.815	-0.832331							-0.010820303				
35.816	-0.825795							-0.010735335				
35.817	-0.802921							-0.010437973				
35.818	-0.815992							-0.010607896				
35.819	-0.799653							-0.010395489				
35.82	-0.806188							-0.010480444				
35.821	-0.832331							-0.010820303				
35.822	-0.865009							-0.011245117				
35.823	-0.910759							-0.011839867				
35.824	-0.963044							-0.012519572				
35.825	-0.953241							-0.012392133				
35.826	-0.936902							-0.012179726				
35.827	-0.887884							-0.011542492				
35.828	-0.851938							-0.011075194				
35.829	-0.835599							-0.010862787				
35.83	-0.812724							-0.010565412				
35.831	-0.81926							-0.01065038				
35.832	-0.851938							-0.011075194				
35.833	-0.89442							-0.01162746				
35.834	-0.930366							-0.012094758				
35.835	-0.966312							-0.012562056				
35.836	-1.018598							-0.013241774				
35.837	-1.002258							-0.013029354				
35.838	-0.966312							-0.012562056				
35.839	-0.963044							-0.012519572				
35.84	-0.953241							-0.012392133				
35.841	-0.927098							-0.012052274				
35.842	-0.936902							-0.012179726				
35.843	-0.94017							-0.01222221				
35.844	-0.972848							-0.012647024				
35.845	-0.979384							-0.012731992				
35.846	-1.002258							-0.013029354				
35.847	-1.034937							-0.013454181				
35.848	-1.01533							-0.01319929				
35.849	-0.963044							-0.012519572				
35.85	-0.946705							-0.012307165				
35.851	-0.884616							-0.011500008				
35.852	-0.81926							-0.01065038				
35.853	-0.783314							-0.010183082				
35.854	-0.757171							-0.009843223				
35.855	-0.721225							-0.009375925				
35.856	-0.734296							-0.009545848				
35.857	-0.753903							-0.009800739				
35.858	-0.753903							-0.009800739				
35.859	-0.7441							-0.0096733				
35.86	-0.747367							-0.009715771				
35.861	-0.763707							-0.009928191				
35.862	-0.757171							-0.009843223				
35.863	-0.750635							-0.009758255				
35.864	-0.7441							-0.0096733				
35.865	-0.770242							-0.010013146				
35.866	-0.731028							-0.009503364				
35.867	-0.737564							-0.009588332				
35.868	-0.760439							-0.009885707				
35.869	-0.789849							-0.010268037				
35.87	-0.829063							-0.010777819				
35.871	-0.874813							-0.011372569				
35.872	-0.884616							-0.011500008				
35.873	-0.920563							-0.011967319				
35.874	-0.904223							-0.011754899				
35.875	-0.891152							-0.011584976				
35.876	-0.917295							-0.011924835				
35.877	-0.891152							-0.011584976				
35.878	-0.858474							-0.011160162				
35.879	-0.861742							-0.011202646				
35.88	-0.855206							-0.011117678				
35.881	-0.845402							-0.010990226				
35.882	-0.829063							-0.010777819				
35.883	-0.838867							-0.010905271				
35.884	-0.802921							-0.010437973				
35.885	-0.780046							-0.010140598				
35.886	-0.763707							-0.009928191				
35.887	-0.760439							-0.009885707				
35.888	-0.757171							-0.009843223				
35.889	-0.760439							-0.009885707				
35.89	-0.766974							-0.009970662				
35.891	-0.806188							-0.010480444				
35.892	-0.81926							-0.01065038				
35.893	-0.851938							-0.011075194				
35.894	-0.887884							-0.011542492				
35.895	-0.92383							-0.01200979				
35.896	-0.910759							-0.011839867				
35.897	-0.959777							-0.012477101				
35.898	-0.966312							-0.012562056				
35.899	-0.94017							-0.01222221				
35.9	-0.936902							-0.012179726				
35.901	-0.936902							-0.012179726				
35.902	-0.917295							-0.011924835				
35.903	-0.930366							-0.012094758				
35.904	-0.910759							-0.011839867				
35.905	-0.914027							-0.011882351				
35.906	-0.927098							-0.012052274				
35.907	-0.871545							-0.011330085				
35.908	-0.851938							-0.011075194				
35.909	-0.845402							-0.010990226				
35.91	-0.822528							-0.010692864				
35.911	-0.802921							-0.010437973				
35.912	-0.809456							-0.010522928				
35.913	-0.789849							-0.010268037				
35.914	-0.809456							-0.010522928				
35.915	-0.84867							-0.01103271				
35.916	-0.904223							-0.011754899				
35.917	-0.946705							-0.012307165				
35.918	-0.972848							-0.012647024				
35.919	-0.946705							-0.012307165				
35.92	-0.956509							-0.012434617				
35.921	-0.920563							-0.011967319				
35.922	-0.897688							-0.011669944				
35.923	-0.891152							-0.011584976				
35.924	-0.881349							-0.011457537				
35.925	-0.838867							-0.010905271				
35.926	-0.84867							-0.01103271				
35.927	-0.84867							-0.01103271				
35.928	-0.868277							-0.011287601				
35.929	-0.868277							-0.011287601				
35.93	-0.865009							-0.011245117				
35.931	-0.825795							-0.010735335				
35.932	-0.796385							-0.010353005				
35.933	-0.783314							-0.010183082				
35.934	-0.763707							-0.009928191				
35.935	-0.7441							-0.0096733				
35.936	-0.780046							-0.010140598				
35.937	-0.786581							-0.010225553				
35.938	-0.793117							-0.010310521				
35.939	-0.806188							-0.010480444				
35.94	-0.815992							-0.010607896				
35.941	-0.815992							-0.010607896				
35.942	-0.815992							-0.010607896				
35.943	-0.812724							-0.010565412				
35.944	-0.822528							-0.010692864				
35.945	-0.789849							-0.010268037				
35.946	-0.799653							-0.010395489				
35.947	-0.789849							-0.010268037				
35.948	-0.783314							-0.010183082				
35.949	-0.793117							-0.010310521				
35.95	-0.835599							-0.010862787				
35.951	-0.865009							-0.011245117				
35.952	-0.89442							-0.01162746				
35.953	-0.94017							-0.01222221				
35.954	-0.936902							-0.012179726				
35.955	-0.89442							-0.01162746				
35.956	-0.900956							-0.011712428				
35.957	-0.871545							-0.011330085				
35.958	-0.845402							-0.010990226				
35.959	-0.89442							-0.01162746				
35.96	-0.897688							-0.011669944				
35.961	-0.933634							-0.012137242				
35.962	-0.949973							-0.012349649				
35.963	-0.982651							-0.012774463				
35.964	-0.979384							-0.012731992				
35.965	-0.943437							-0.012264681				
35.966	-0.89442							-0.01162746				
35.967	-0.89442							-0.01162746				
35.968	-0.838867							-0.010905271				
35.969	-0.802921							-0.010437973				
35.97	-0.796385							-0.010353005				
35.971	-0.789849							-0.010268037				
35.972	-0.77351							-0.01005563				
35.973	-0.806188							-0.010480444				
35.974	-0.832331							-0.010820303				
35.975	-0.84867							-0.01103271				
35.976	-0.851938							-0.011075194				
35.977	-0.842135							-0.010947755				
35.978	-0.812724							-0.010565412				
35.979	-0.793117							-0.010310521				
35.98	-0.77351							-0.01005563				
35.981	-0.780046							-0.010140598				
35.982	-0.776778							-0.010098114				
35.983	-0.802921							-0.010437973				
35.984	-0.845402							-0.010990226				
35.985	-0.92383							-0.01200979				
35.986	-0.930366							-0.012094758				
35.987	-0.972848							-0.012647024				
35.988	-1.012062							-0.013156806				
35.989	-0.976116							-0.012689508				
35.99	-0.933634							-0.012137242				
35.991	-0.907491							-0.011797383				
35.992	-0.874813							-0.011372569				
35.993	-0.835599							-0.010862787				
35.994	-0.842135							-0.010947755				
35.995	-0.861742							-0.011202646				
35.996	-0.858474							-0.011160162				
35.997	-0.900956							-0.011712428				
35.998	-0.949973							-0.012349649				
35.999	-0.936902							-0.012179726				
36	-0.94017							-0.01222221				
36.001	-0.900956							-0.011712428				
36.002	-0.842135							-0.010947755				
36.003	-0.809456							-0.010522928				
36.004	-0.802921							-0.010437973				
36.005	-0.77351							-0.01005563				
36.006	-0.760439							-0.009885707				
36.007	-0.740832							-0.009630816				
36.008	-0.783314							-0.010183082				
36.009	-0.776778							-0.010098114				
36.01	-0.796385							-0.010353005				
36.011	-0.812724							-0.010565412				
36.012	-0.81926							-0.01065038				
36.013	-0.783314							-0.010183082				
36.014	-0.77351							-0.01005563				
36.015	-0.747367							-0.009715771				
36.016	-0.72776							-0.00946088				
36.017	-0.72776							-0.00946088				
36.018	-0.740832							-0.009630816				
36.019	-0.740832							-0.009630816				
36.02	-0.789849							-0.010268037				
36.021	-0.835599							-0.010862787				
36.022	-0.868277							-0.011287601				
36.023	-0.910759							-0.011839867				
36.024	-0.949973							-0.012349649				
36.025	-0.917295							-0.011924835				
36.026	-0.904223							-0.011754899				
36.027	-0.897688							-0.011669944				
36.028	-0.858474							-0.011160162				
36.029	-0.861742							-0.011202646				
36.03	-0.904223							-0.011754899				
36.031	-0.943437							-0.012264681				
36.032	-0.976116							-0.012689508				
36.033	-1.005526							-0.013071838				
36.034	-1.021865							-0.013284245				
36.035	-0.979384							-0.012731992				
36.036	-0.927098							-0.012052274				
36.037	-0.917295							-0.011924835				
36.038	-0.897688							-0.011669944				
36.039	-0.865009							-0.011245117				
36.04	-0.858474							-0.011160162				
36.041	-0.874813							-0.011372569				
36.042	-0.881349							-0.011457537				
36.043	-0.884616							-0.011500008				
36.044	-0.900956							-0.011712428				
36.045	-0.933634							-0.012137242				
36.046	-0.92383							-0.01200979				
36.047	-0.930366							-0.012094758				
36.048	-0.855206							-0.011117678				
36.049	-0.81926							-0.01065038				
36.05	-0.793117							-0.010310521				
36.051	-0.757171							-0.009843223				
36.052	-0.737564							-0.009588332				
36.053	-0.776778							-0.010098114				
36.054	-0.783314							-0.010183082				
36.055	-0.851938							-0.011075194				
36.056	-0.871545							-0.011330085				
36.057	-0.900956							-0.011712428				
36.058	-0.933634							-0.012137242				
36.059	-0.936902							-0.012179726				
36.06	-0.917295							-0.011924835				
36.061	-0.920563							-0.011967319				
36.062	-0.904223							-0.011754899				
36.063	-0.897688							-0.011669944				
36.064	-0.891152							-0.011584976				
36.065	-0.900956							-0.011712428				
36.066	-0.904223							-0.011754899				
36.067	-0.920563							-0.011967319				
36.068	-0.914027							-0.011882351				
36.069	-0.920563							-0.011967319				
36.07	-0.927098							-0.012052274				
36.071	-0.878081							-0.011415053				
36.072	-0.832331							-0.010820303				
36.073	-0.825795							-0.010735335				
36.074	-0.783314							-0.010183082				
36.075	-0.760439							-0.009885707				
36.076	-0.786581							-0.010225553				
36.077	-0.786581							-0.010225553				
36.078	-0.789849							-0.010268037				
36.079	-0.845402							-0.010990226				
36.08	-0.881349							-0.011457537				
36.081	-0.897688							-0.011669944				
36.082	-0.936902							-0.012179726				
36.083	-0.920563							-0.011967319				
36.084	-0.878081							-0.011415053				
36.085	-0.861742							-0.011202646				
36.086	-0.84867							-0.01103271				
36.087	-0.815992							-0.010607896				
36.088	-0.806188							-0.010480444				
36.089	-0.806188							-0.010480444				
36.09	-0.802921							-0.010437973				
36.091	-0.815992							-0.010607896				
36.092	-0.851938							-0.011075194				
36.093	-0.84867							-0.01103271				
36.094	-0.871545							-0.011330085				
36.095	-0.845402							-0.010990226				
36.096	-0.81926							-0.01065038				
36.097	-0.812724							-0.010565412				
36.098	-0.809456							-0.010522928				
36.099	-0.802921							-0.010437973				
36.1	-0.815992							-0.010607896				
36.101	-0.789849							-0.010268037				
36.102	-0.793117							-0.010310521				
36.103	-0.812724							-0.010565412				
36.104	-0.832331							-0.010820303				
36.105	-0.887884							-0.011542492				
36.106	-0.907491							-0.011797383				
36.107	-0.884616							-0.011500008				
36.108	-0.900956							-0.011712428				
36.109	-0.887884							-0.011542492				
36.11	-0.861742							-0.011202646				
36.111	-0.871545							-0.011330085				
36.112	-0.878081							-0.011415053				
36.113	-0.851938							-0.011075194				
36.114	-0.907491							-0.011797383				
36.115	-0.949973							-0.012349649				
36.116	-0.96958							-0.01260454				
36.117	-0.959777							-0.012477101				
36.118	-0.94017							-0.01222221				
36.119	-0.878081							-0.011415053				
36.12	-0.858474							-0.011160162				
36.121	-0.825795							-0.010735335				
36.122	-0.829063							-0.010777819				
36.123	-0.812724							-0.010565412				
36.124	-0.796385							-0.010353005				
36.125	-0.802921							-0.010437973				
36.126	-0.829063							-0.010777819				
36.127	-0.845402							-0.010990226				
36.128	-0.858474							-0.011160162				
36.129	-0.884616							-0.011500008				
36.13	-0.855206							-0.011117678				
36.131	-0.842135							-0.010947755				
36.132	-0.815992							-0.010607896				
36.133	-0.81926							-0.01065038				
36.134	-0.802921							-0.010437973				
36.135	-0.809456							-0.010522928				
36.136	-0.802921							-0.010437973				
36.137	-0.789849							-0.010268037				
36.138	-0.806188							-0.010480444				
36.139	-0.845402							-0.010990226				
36.14	-0.858474							-0.011160162				
36.141	-0.884616							-0.011500008				
36.142	-0.845402							-0.010990226				
36.143	-0.835599							-0.010862787				
36.144	-0.822528							-0.010692864				
36.145	-0.796385							-0.010353005				
36.146	-0.806188							-0.010480444				
36.147	-0.835599							-0.010862787				
36.148	-0.835599							-0.010862787				
36.149	-0.855206							-0.011117678				
36.15	-0.861742							-0.011202646				
36.151	-0.887884							-0.011542492				
36.152	-0.868277							-0.011287601				
36.153	-0.861742							-0.011202646				
36.154	-0.842135							-0.010947755				
36.155	-0.842135							-0.010947755				
36.156	-0.809456							-0.010522928				
36.157	-0.809456							-0.010522928				
36.158	-0.812724							-0.010565412				
36.159	-0.825795							-0.010735335				
36.16	-0.838867							-0.010905271				
36.161	-0.874813							-0.011372569				
36.162	-0.904223							-0.011754899				
36.163	-0.897688							-0.011669944				
36.164	-0.900956							-0.011712428				
36.165	-0.900956							-0.011712428				
36.166	-0.832331							-0.010820303				
36.167	-0.825795							-0.010735335				
36.168	-0.842135							-0.010947755				
36.169	-0.81926							-0.01065038				
